model,threshold,accuracy,precision,recall,f1,f2,tn,fp,fn,tp,is_selected
logistic_regression,0.83,0.5190984433774734,0.5885086607520068,0.08628592666005946,0.1505051050726595,0.10404373870307575,15581,974,14751,1393,False
logistic_regression,0.84,0.5174164347533564,0.5921985815602837,0.07241080277502478,0.12904294072193398,0.08782870022539443,15750,805,14975,1169,False
logistic_regression,0.85,0.5155509342793357,0.5948653725735754,0.05884539147670961,0.10709655600022547,0.07178154232088617,15908,647,15194,950,False
logistic_regression,0.86,0.5141135814550903,0.6,0.04757185332011893,0.0881542699724518,0.05830903790087463,16043,512,15376,768,False
logistic_regression,0.87,0.5127373925808129,0.6093264248704663,0.036422200198216056,0.06873575311239698,0.04485741749439282,16178,377,15556,588,False
logistic_regression,0.88,0.5113306217315514,0.6134800550206327,0.027626362735381566,0.052871791832137985,0.03414850772552563,16274,281,15698,446,False
logistic_regression,0.89,0.5101990886571455,0.6189591078066915,0.020626858275520316,0.03992327059105623,0.025570537825966765,16350,205,15811,333,False
logistic_regression,0.9,0.509342793357595,0.6295336787564767,0.01505203171456888,0.0294010889292196,0.018703241895261846,16412,143,15901,243,False
logistic_regression,0.91,0.508822899782868,0.6509090909090909,0.01108771060455897,0.02180400755222608,0.013800866601902823,16459,96,15965,179,False
logistic_regression,0.92,0.5079666044833175,0.6571428571428571,0.007123389494549059,0.014094000857895705,0.008880171734799462,16495,60,16029,115,False
logistic_regression,0.93,0.5075996207835102,0.7009345794392523,0.0046456888007928646,0.009230201218386561,0.005797504753953899,16523,32,16069,75,False
logistic_regression,0.94,0.5070797272087831,0.6756756756756757,0.0030971258671952428,0.006165988407941793,0.0038669760247486465,16531,24,16094,50,False
logistic_regression,0.95,0.506620997584024,0.6571428571428571,0.0014246778989098117,0.002843191791828914,0.001779882682515361,16543,12,16121,23,False
logistic_regression,0.96,0.5064375057341203,0.6666666666666666,0.0006194251734390486,0.0012377003527446005,0.0007741016550293384,16550,5,16134,10,False
logistic_regression,0.97,0.5063457598091685,0.6666666666666666,0.0002477700693756194,0.0004953560371517028,0.0003096838128271035,16553,2,16140,4,False
logistic_regression,0.98,0.5062845958592006,0.5,6.194251734390486e-05,0.0001238696890870804,7.742574870699e-05,16554,1,16143,1,False
logistic_regression,0.99,0.5062845958592006,0.0,0.0,0.0,0.0,16555,0,16144,0,False
linear_svm,0.01,0.49408238784060676,0.49389628269848557,0.9999380574826561,0.6612054311986729,0.8298804248362653,13,16542,1,16143,True
linear_svm,0.02,0.49429646166549435,0.49399951016409505,0.9995044598612488,0.6612030814620554,0.8296997120526532,27,16528,8,16136,False
linear_svm,0.03,0.4944493715404141,0.4940704195139889,0.998699207135778,0.6610902679541587,0.8292956413500807,45,16510,21,16123,False
