model,threshold,accuracy,precision,recall,f1,f2,tn,fp,fn,tp,is_selected
random_forest,0.06,0.4944493715404141,0.4940773162743718,0.9998761149653121,0.6613540919799242,0.829948481701235,26,16529,2,16142,False
random_forest,0.07,0.4945411174653659,0.49412268886984206,0.9998761149653121,0.6613947389986069,0.8299740858047797,29,16526,2,16142,False
random_forest,0.08,0.4947551912902535,0.4942285906738924,0.9998761149653121,0.6614896014752587,0.8300338348571017,36,16519,2,16142,False
random_forest,0.09,0.495061011040093,0.49437961346442466,0.9998141724479683,0.6616112967023958,0.8300848547184366,47,16508,3,16141,True
random_forest,0.1,0.495061011040093,0.49437858040008575,0.9996283448959365,0.6615696804476603,0.8299817936823048,50,16505,6,16138,False
random_forest,0.11,0.49545857671488425,0.49457521147480693,0.9995664023785926,0.6617321413926023,0.8300584338093082,64,16491,7,16137,False
random_forest,0.12,0.495611486589804,0.49465002912591594,0.999380574826561,0.6617583724698017,0.8299980451267066,72,16483,10,16134,False
random_forest,0.13,0.4954891586898682,0.494586387755728,0.9988230921704658,0.6615791741030217,0.8296545549964498,77,16478,19,16125,False
random_forest,0.14,0.49567265053977183,0.494676771085816,0.998699207135778,0.6616328456819255,0.8296370241537939,85,16470,21,16123,False
random_forest,0.15,0.4959784702896113,0.49482795665919765,0.9985753221010902,0.661740861605402,0.8296536462353971,97,16458,23,16121,False
random_forest,0.16,0.4960396342395792,0.4948554931048251,0.998017839444995,0.6616430199371702,0.829361198332218,108,16447,32,16112,False
random_forest,0.17,0.4965289458393223,0.4950978885576421,0.9978320118929633,0.6618187794005875,0.8293946227590538,127,16428,35,16109,False
random_forest,0.18,0.49683476558916173,0.4952489313939543,0.9975842418235877,0.6618991841851098,0.8293423966218652,141,16414,39,16105,False
random_forest,0.19,0.4972017492889691,0.49542809642560265,0.9967789890981169,0.6618817480719794,0.8289973932843587,166,16389,52,16092,False
random_forest,0.2,0.4977522248386801,0.49570121105667003,0.9964073339940536,0.6620434201049491,0.8289445205973595,190,16365,58,16086,False
random_forest,0.21,0.4981192085384874,0.4958815363257751,0.9956640237859267,0.6620399925863383,0.8286335845593921,214,16341,70,16074,False
random_forest,0.22,0.49876143001315026,0.4962008895478132,0.9951065411298315,0.6622011541632317,0.8285027642544764,244,16311,79,16065,False
random_forest,0.23,0.4992813235878773,0.4964585073149609,0.9942393458870169,0.6622382671480145,0.8281651480285221,275,16280,93,16051,False
random_forest,0.24,0.4996177253127007,0.4966247600173407,0.9934340931615461,0.6622073578595318,0.8278104676370394,299,16256,106,16038,False
random_forest,0.25,0.5003516927123154,0.49699094180419406,0.9923810703666998,0.6622984704423316,0.8274284179647151,340,16215,123,16021,False
random_forest,0.26,0.5013303159118015,0.4974824392366507,0.9914519326065411,0.6625274224926528,0.8271834625322998,387,16168,138,16006,False
random_forest,0.27,0.5018807914615125,0.4977585455451093,0.9903989098116948,0.6625367753698256,0.8267492605845002,422,16133,155,15989,False
random_forest,0.28,0.5023089391112878,0.4979729308301628,0.9890981169474727,0.6624351794233562,0.8261418430909956,457,16098,176,15968,False
random_forest,0.29,0.5033487262607419,0.4984984045548395,0.9870540138751239,0.6624402411141135,0.8252884754821735,524,16031,209,15935,False
random_forest,0.3,0.5040215297103887,0.4988396889111892,0.9853196233894945,0.6623500999333778,0.8245044783546194,574,15981,237,15907,False
random_forest,0.31,0.5051530627847947,0.4994181475074697,0.9835852329038652,0.6624668849996871,0.8238474229799421,639,15916,265,15879,False
random_forest,0.32,0.506070522034313,0.4998895933882212,0.9816030723488602,0.6624307660152576,0.822989914517486,701,15854,297,15847,False
random_forest,0.33,0.507202055108719,0.5004750142504275,0.9789395441030724,0.6623360295042119,0.8218066851093039,781,15774,340,15804,False
random_forest,0.34,0.5079971864583015,0.5008892276422764,0.9769573835480674,0.6622438696674504,0.8209110592938041,839,15716,372,15772,False
random_forest,0.35,0.5091593015076914,0.5014982467325471,0.9744796828543112,0.6622048238413941,0.8198361578387843,917,15638,412,15732,False
random_forest,0.36,0.5096486131074345,0.5017588743204349,0.9718780971258671,0.661829839287974,0.8185005112367757,975,15580,454,15690,False
random_forest,0.37,0.5116058595064069,0.5027954501638712,0.9692765113974232,0.6621249947107858,0.8175719450772221,1081,15474,496,15648,False
random_forest,0.38,0.5131655402305881,0.5036314923012363,0.9664271555996036,0.6621819493665514,0.8163884673748103,1178,15377,542,15602,False
random_forest,0.39,0.5141747454050583,0.5041820657459638,0.9633300297324083,0.6619280698020855,0.8149064157112615,1261,15294,592,15552,False
random_forest,0.4,0.514878130829689,0.5045772927186838,0.9593657086223984,0.6613292341851875,0.8128391640688142,1348,15207,656,15488,False
random_forest,0.41,0.5161319918040307,0.5052728106373223,0.9556491575817642,0.6610394618449805,0.8110608768794028,1449,15106,716,15428,False
random_forest,0.42,0.5172329429034527,0.5058955273038667,0.9514370664023786,0.6605599277512579,0.8089489982936232,1553,15002,784,15360,False
random_forest,0.43,0.5188843695525857,0.5068270696626235,0.947286917740337,0.660348028844078,0.8070184696569921,1674,14881,851,15293,False
random_forest,0.44,0.5199853206520078,0.507475138490289,0.9419598612487612,0.6595966167859466,0.8042457320555944,1796,14759,937,15207,False
random_forest,0.45,0.5208416159515582,0.5079914042038816,0.9371283448959365,0.6588424857379263,0.8016808325738146,1902,14653,1015,15129,False
random_forest,0.46,0.5225236245756751,0.5089802130898021,0.9321110009910802,0.6584261305213416,0.799226691877078,2038,14517,1096,15048,False
random_forest,0.47,0.5232881739502737,0.5094822293471587,0.9252353815659068,0.6571202322819057,0.7954182375870663,2174,14381,1207,14937,False
random_forest,0.48,0.5239303954249366,0.5099205666930298,0.9185455896927651,0.655787728026534,0.7916653320093533,2303,14252,1315,14829,False
random_forest,0.49,0.524786690724487,0.5105118671160996,0.9099975222993062,0.6540816099374457,0.7868520561738777,2469,14086,1453,14691,False
random_forest,0.5,0.5256124040490535,0.5110737314269694,0.9033696729435085,0.6528200537153088,0.7831428816908669,2603,13952,1560,14584,False
random_forest,0.51,0.5271720847732346,0.5120880676790203,0.8961223984142715,0.6517400608176597,0.7792452626929665,2771,13784,1677,14467,False
random_forest,0.52,0.5279672161228172,0.5126792803748346,0.8878840436075323,0.6500238079042242,0.7745177500405253,2930,13625,1810,14334,False
random_forest,0.53,0.5282118719226888,0.5129661108900865,0.8785307234886026,0.6477290891238325,0.7689346706424506,3089,13466,1961,14183,False
random_forest,0.54,0.5290987491972231,0.5136550007321716,0.869115460852329,0.6456971928209848,0.7634505724110913,3270,13285,2113,14031,False
random_forest,0.55,0.5315147252209548,0.5153237490248523,0.8592666005946482,0.6442653786313076,0.7580742117055577,3508,13047,2272,13872,False
random_forest,0.56,0.5338083733447506,0.5169593728800784,0.8496655104063429,0.6428136276301607,0.752771375260674,3738,12817,2427,13717,False
random_forest,0.57,0.5340224471696382,0.5173336391086649,0.8383919722497523,0.6398468338572812,0.745820430024576,3927,12628,2609,13535,False
random_forest,0.58,0.534725832594269,0.5180568499534017,0.8263751238850346,0.6368627076570555,0.7384753343370827,4144,12411,2803,13341,False
random_forest,0.59,0.5350622343190923,0.5185316475639056,0.8154732408325074,0.6339537235451328,0.7316734285555494,4331,12224,2979,13165,False
random_forest,0.6,0.5359796935686106,0.5194316589953972,0.8038899900891973,0.6310875537941598,0.7245341164122777,4548,12007,3166,12978,False
random_forest,0.61,0.5368054068931771,0.5203208991692458,0.7914395441030724,0.6278624078624079,0.7167459498272225,4776,11779,3367,12777,False
random_forest,0.62,0.5366524970182575,0.5205820171620446,0.7778741328047571,0.6237365584721981,0.7078997508427378,4990,11565,3586,12558,False
random_forest,0.63,0.536346677268418,0.5207585420450226,0.7637512388503469,0.6192712387936014,0.698559822328986,5208,11347,3814,12330,False
random_forest,0.64,0.5365301691183216,0.521291711517761,0.7499380574826561,0.6150524524371968,0.6894568398993178,5437,11118,4037,12107,False
random_forest,0.65,0.5367748249181932,0.5219361936193619,0.7347001982160555,0.6103064138516555,0.6793163881284292,5691,10864,4283,11861,False
random_forest,0.66,0.5370194807180648,0.5226320767463857,0.7187809712586719,0.605210316322007,0.6685949365629934,5956,10599,4540,11604,False
random_forest,0.67,0.5387014893421818,0.5244284660766961,0.7047819623389494,0.6013742071881607,0.6594260014836796,6237,10318,4766,11378,False
random_forest,0.68,0.5392825468668767,0.5254974242639067,0.6887388503468781,0.5961450821649733,0.6484516241908206,6515,10040,5025,11119,False
random_forest,0.69,0.5393742927918285,0.5262544889837911,0.6717046580773043,0.5901496598639456,0.6365194524664836,6793,9762,5300,10844,False
random_forest,0.7,0.5399247683415395,0.5274560702875399,0.6544846382556987,0.5841441839893853,0.6244090393343419,7089,9466,5578,10566,False
random_forest,0.71,0.539068473041989,0.5275097515910491,0.6366451932606542,0.576961940047154,0.6113490364025695,7349,9206,5866,10278,False
random_forest,0.72,0.5403529159913147,0.529464663563267,0.6199826560951437,0.5711595526135586,0.5994849065644465,7660,8895,6135,10009,False
random_forest,0.73,0.5398024404416037,0.5299945265462507,0.5997893954410307,0.5627360957749753,0.5843975569128262,7968,8587,6461,9683,False
random_forest,0.74,0.5391908009419248,0.5305438855455887,0.5788528245787908,0.5536465430416494,0.5684998174960457,8286,8269,6799,9345,False
random_forest,0.75,0.5392213829169088,0.5318130796951616,0.5576065411298315,0.5444044631247921,0.5522496104437874,8630,7925,7142,9002,False
random_forest,0.76,0.5389461451420533,0.5327848722986247,0.5375371655104063,0.5351504686729156,0.5365799366838148,8945,7610,7466,8678,False
random_forest,0.77,0.5387320713171657,0.5339216062408082,0.5172200198216056,0.5254381273007582,0.5204762201583245,9266,7289,7794,8350,False
random_forest,0.78,0.5376617021927276,0.5342,0.49634539147670964,0.5145774466992037,0.5034809490298583,9568,6987,8131,8013,False
random_forest,0.79,0.5365607510933056,0.5346687211093991,0.4728691774033697,0.501873644073368,0.48405914728485555,9911,6644,8510,7634,False
random_forest,0.8,0.5350010703691245,0.5346775980500775,0.44840188305252726,0.4877539332277735,0.4633553094796134,10255,6300,8905,7239,False
random_forest,0.81,0.5355209639438515,0.5373787926180794,0.42566897918731417,0.47504493294621875,0.4441342226358513,10639,5916,9272,6872,False
random_forest,0.82,0.5327685861952965,0.5360653006829919,0.39866204162537167,0.45726465364120783,0.4202031809041289,10985,5570,9708,6436,False
random_forest,0.83,0.5318817089207621,0.5372695698637456,0.373699207135778,0.4407993278047711,0.3979288965107842,11359,5196,10111,6033,False
random_forest,0.84,0.5318511269457782,0.5400613379336784,0.34904608523290387,0.4240349160960193,0.37561658445540597,11756,4799,10509,5635,False
random_forest,0.85,0.5311477415211474,0.542224992209411,0.32333994053518333,0.4051065150750844,0.35173780035847607,12148,4407,10924,5220,False
random_forest,0.86,0.5293128230221108,0.5428766655278442,0.29527998017839446,0.3825075225677031,0.3249178674155159,12541,4014,11377,4767,False
random_forest,0.87,0.5304137741215328,0.5507787360020595,0.26505203171456887,0.3578806506920922,0.29573571083005046,13065,3490,11865,4279,False
random_forest,0.88,0.5305361020214685,0.5573889130120133,0.2385406342913776,0.3340996833383941,0.2693572078058334,13497,3058,12293,3851,False
random_forest,0.89,0.5283647817976085,0.5602469959946595,0.2079410307234886,0.30330683050234913,0.23785568529645165,13920,2635,12787,3357,False
random_forest,0.9,0.5254289121991498,0.5606589147286821,0.17919970267591676,0.2715921892602328,0.20742514626591718,14288,2267,13251,2893,False
random_forest,0.91,0.5224318786507233,0.5607734806629834,0.15089197224975223,0.2377977352596642,0.1767266395821242,14647,1908,13708,2436,False
random_forest,0.92,0.5193125172023609,0.5596638655462185,0.1237611496531219,0.2026985898346353,0.14659701229712677,14983,1572,14146,1998,False
random_forest,0.93,0.5164072295788862,0.5579278963948198,0.09873637264618434,0.1677806431240461,0.11819138997226877,15292,1263,14550,1594,False
random_forest,0.94,0.5140829994801064,0.5591647331786543,0.07464073339940536,0.13170118585715065,0.0902878722033238,15605,950,14939,1205,False
random_forest,0.95,0.512645646655861,0.5675324675324676,0.05413776015857284,0.09884641483827189,0.06609595256821345,15889,666,15270,874,False
random_forest,0.96,0.5101990886571455,0.5686695278969958,0.032829534192269576,0.06207542750058562,0.040453074433656956,16153,402,15614,530,False
random_forest,0.97,0.5087311538579161,0.5819672131147541,0.01759167492566898,0.034151034151034154,0.021824664945284643,16351,204,15860,284,False
random_forest,0.98,0.5080889323832533,0.634703196347032,0.008610009910802775,0.016989549593595308,0.010726136275947219,16475,80,16005,139,False
random_forest,0.99,0.5068656533838956,0.6338028169014085,0.0027874132804757185,0.005550416281221091,0.0034804399276068495,16529,26,16099,45,False
distilbert_v4,0.01,0.9804275360102755,0.9633592349073521,0.9983275520317145,0.9805317272008274,0.9911322657614444,15942,613,27,16117,False
distilbert_v4,0.02,0.985106578182819,0.97259281617869,0.9979558969276512,0.9851111314928613,0.9927780037219162,16101,454,33,16111,False
distilbert_v4,0.03,0.986788586806936,0.9758904773443179,0.9978939544103073,0.9867695700110254,0.9934142370874649,16157,398,34,16110,False
distilbert_v4,0.04,0.9879812838313098,0.978259549401834,0.9978320118929633,0.9879488516144859,0.9938551139518528,16197,358,35,16109,False
distilbert_v4,0.05,0.9885317593810208,0.9793300504589945,0.9978320118929633,0.9884944620010432,0.9940759024992286,16215,340,35,16109,False
distilbert_v4,0.06,0.9888987430808281,0.9801034377852145,0.9977700693756194,0.9888578532183309,0.9941859747441706,16228,327,36,16108,False
distilbert_v4,0.07,0.9892045628306676,0.9808758146050307,0.9975842418235877,0.9891594754783036,0.9941971726649793,16241,314,39,16105,False
distilbert_v4,0.08,0.989510382580507,0.9815322728103858,0.9975222993062438,0.9894626893183005,0.9942827507007643,16252,303,40,16104,False
distilbert_v4,0.09,0.9897550383803786,0.9821286977737115,0.997398414271556,0.9897046620977903,0.9943066035988193,16262,293,42,16102,False
distilbert_v4,0.1,0.9899996941802501,0.9826670735428745,0.9973364717542121,0.9899474315226413,0.9943676585022418,16271,284,43,16101,False
distilbert_v4,0.11,0.9901526040551699,0.9829670329670329,0.9973364717542121,0.990099618743082,0.9944290725826375,16276,279,43,16101,False
distilbert_v4,0.12,0.9902137680051377,0.9831460674157303,0.9972745292368682,0.990159901599016,0.9944164443126792,16279,276,44,16100,False
distilbert_v4,0.13,0.9903055139300896,0.9833852544132918,0.9972125867195243,0.9902506535445179,0.9944160994230793,16283,272,45,16099,False
distilbert_v4,0.14,0.9905195877549772,0.9838059154241017,0.9972125867195243,0.990463885812723,0.9945021003212255,16290,265,45,16099,False
distilbert_v4,0.15,0.9904890057799933,0.9838049257471124,0.9971506442021804,0.9904328298520318,0.9944526124612363,16290,265,46,16098,False
distilbert_v4,0.16,0.9907030796048809,0.9842259721203228,0.9971506442021804,0.9906461538461538,0.9945386250185341,16297,258,46,16098,False
distilbert_v4,0.17,0.9907336615798649,0.9843453800525898,0.9970887016848364,0.9906760624057606,0.9945137095478753,16299,256,47,16097,False
distilbert_v4,0.18,0.9908865714547845,0.9847057384069497,0.9970267591674926,0.990827947060634,0.9945379501248115,16305,250,48,16096,False
distilbert_v4,0.19,0.9910394813297043,0.9850070375130041,0.9970267591674926,0.9909804525165461,0.9945994043278915,16310,245,48,16096,False
distilbert_v4,0.2,0.9910700633046882,0.9851266984943078,0.9969648166501487,0.9910104057631919,0.9945744864918308,16312,243,49,16095,False
distilbert_v4,0.21,0.9912841371295759,0.9856084267254578,0.9969028741328048,0.9912234779663105,0.9946233236511959,16320,235,50,16094,False
distilbert_v4,0.22,0.9916511208293831,0.9870496532253115,0.9961595639246779,0.991583685297654,0.9943241538784948,16344,211,62,16082,False
distilbert_v4,0.23,0.9916817028043671,0.987110238153695,0.9961595639246779,0.9916142557651991,0.994336449522679,16345,210,62,16082,False
distilbert_v4,0.24,0.991712284779351,0.9871708305199189,0.9961595639246779,0.991644828117774,0.9943487454709585,16346,209,62,16082,False
distilbert_v4,0.25,0.991712284779351,0.9871708305199189,0.9961595639246779,0.991644828117774,0.9943487454709585,16346,209,62,16082,False
distilbert_v4,0.26,0.991712284779351,0.9872306464485235,0.996097621407334,0.991644312891191,0.9943115068323749,16347,208,63,16081,False
distilbert_v4,0.27,0.991712284779351,0.9872306464485235,0.996097621407334,0.991644312891191,0.9943115068323749,16347,208,63,16081,False
distilbert_v4,0.28,0.9917734487293189,0.9873518757291091,0.996097621407334,0.9917054669914588,0.9943360993284939,16349,206,63,16081,False
distilbert_v4,0.29,0.9918651946542708,0.9875337754851388,0.996097621407334,0.9917972122856791,0.9943729903536977,16352,203,63,16081,False
distilbert_v4,0.3,0.9918957766292548,0.9875944236320089,0.996097621407334,0.991827797822802,0.9943852879704176,16353,202,63,16081,False
distilbert_v4,0.31,0.9919875225542065,0.9877764127764128,0.996097621407334,0.9919195657537626,0.9944221826456912,16356,199,63,16081,False
distilbert_v4,0.32,0.9920486865041744,0.9879577291717867,0.9960356788899901,0.9919802590993214,0.994409538415871,16359,196,64,16080,False
distilbert_v4,0.33,0.9920486865041744,0.9879577291717867,0.9960356788899901,0.9919802590993214,0.994409538415871,16359,196,64,16080,False
distilbert_v4,0.34,0.9921404324291263,0.9881398635777054,0.9960356788899901,0.9920720609556714,0.9944464371853703,16362,193,64,16080,False
distilbert_v4,0.35,0.9921404324291263,0.9881398635777054,0.9960356788899901,0.9920720609556714,0.9944464371853703,16362,193,64,16080,False
distilbert_v4,0.36,0.9921710144041103,0.9882005899705014,0.9960356788899901,0.9921026653504442,0.9944587373837325,16363,192,64,16080,False
distilbert_v4,0.37,0.9922015963790941,0.9882613238276688,0.9960356788899901,0.992133271633503,0.994471037886378,16364,191,64,16080,False
distilbert_v4,0.38,0.992293342304046,0.988503627197836,0.9959737363726462,0.9922246220302375,0.9944706959253853,16368,187,65,16079,False
distilbert_v4,0.39,0.992293342304046,0.988503627197836,0.9959737363726462,0.9922246220302375,0.9944706959253853,16368,187,65,16079,False
distilbert_v4,0.4,0.992293342304046,0.9885636989670438,0.9959117938553023,0.9922241421871143,0.9944334487877289,16369,186,66,16078,False
distilbert_v4,0.41,0.992293342304046,0.9886237855122371,0.9958498513379583,0.9922236622847621,0.9943961998070214,16370,185,67,16077,False
distilbert_v4,0.42,0.992293342304046,0.9887440029523926,0.9957259663032706,0.992222702302327,0.9943216963159067,16372,183,69,16075,False
distilbert_v4,0.43,0.992293342304046,0.9887440029523926,0.9957259663032706,0.992222702302327,0.9943216963159067,16372,183,69,16075,False
distilbert_v4,0.44,0.9924156702039818,0.9889873261966285,0.9957259663032706,0.9923452064942281,0.9943709018928616,16376,179,69,16075,False
distilbert_v4,0.45,0.9924768341539497,0.9891090327344327,0.9957259663032706,0.9924064699345598,0.9943955065076459,16378,177,69,16075,False
distilbert_v4,0.46,0.9924768341539497,0.9891692307692308,0.9956640237859267,0.9924060011113169,0.9943582510578279,16379,176,70,16074,False
distilbert_v4,0.47,0.9925379981039175,0.9892909896602659,0.9956640237859267,0.9924672758705854,0.9943828565772542,16381,174,70,16074,False
distilbert_v4,0.48,0.9925685800789015,0.989351880347141,0.9956640237859267,0.9924979160878021,0.9943951597936231,16382,173,70,16074,False
distilbert_v4,0.49,0.9925991620538854,0.9894127785300997,0.9956640237859267,0.9925285581969744,0.9944074633144441,16383,172,70,16074,False
distilbert_v4,0.5,0.9926603260038533,0.9895345973898054,0.9956640237859267,0.9925898480918859,0.9944320712694877,16385,170,70,16074,False
distilbert_v4,0.51,0.9926909079788373,0.9895955180693222,0.9956640237859267,0.9926204958779757,0.994444375703733,16386,169,70,16074,False
distilbert_v4,0.52,0.9927214899538213,0.9896564462504618,0.9956640237859267,0.9926511455567221,0.9944566804424757,16387,168,70,16074,False
distilbert_v4,0.53,0.9927214899538213,0.9896564462504618,0.9956640237859267,0.9926511455567221,0.9944566804424757,16387,168,70,16074,False
distilbert_v4,0.54,0.9927826539037891,0.9897783251231527,0.9956640237859267,0.9927124505928854,0.9944812908334983,16389,166,70,16074,False
distilbert_v4,0.55,0.9928743998287409,0.989961199729014,0.9956640237859267,0.9928044223464377,0.9945182087040452,16392,163,70,16074,False
distilbert_v4,0.56,0.9928743998287409,0.989961199729014,0.9956640237859267,0.9928044223464377,0.9945182087040452,16392,163,70,16074,False
distilbert_v4,0.57,0.9928743998287409,0.989961199729014,0.9956640237859267,0.9928044223464377,0.9945182087040452,16392,163,70,16074,False
distilbert_v4,0.58,0.9929049818037249,0.9900221729490022,0.9956640237859267,0.9928350833848054,0.9945305152700094,16393,162,70,16074,False
distilbert_v4,0.59,0.9928743998287409,0.9900215583615645,0.9956020812685827,0.992803977886902,0.9944809493757037,16393,162,71,16073,False
distilbert_v4,0.6,0.9929049818037249,0.9900825428113835,0.9956020812685827,0.9928346408054852,0.9944932557851751,16394,161,71,16073,False
distilbert_v4,0.61,0.9929661457536928,0.9902045342533268,0.9956020812685827,0.9928959723251791,0.9945178695178695,16396,159,71,16073,False
distilbert_v4,0.62,0.9929967277286768,0.9902655412482287,0.9956020812685827,0.992926640926641,0.9945301768411152,16397,158,71,16073,False
distilbert_v4,0.63,0.9929967277286768,0.9903259597017684,0.9955401387512388,0.9929262039353782,0.994492915042386,16398,157,72,16072,False
distilbert_v4,0.64,0.9929967277286768,0.9903863930486226,0.995478196233895,0.9929257668901177,0.9944556513990818,16399,156,73,16071,False
distilbert_v4,0.65,0.9930273097036607,0.9904474300505361,0.995478196233895,0.9929564411492122,0.9944679587138933,16400,155,73,16071,False
distilbert_v4,0.66,0.9930884736536285,0.990569526627219,0.995478196233895,0.9930177953534355,0.9944925742574258,16402,153,73,16071,False
distilbert_v4,0.67,0.9931802195785804,0.9907527279452562,0.995478196233895,0.9931098408774911,0.994529499857668,16405,150,73,16071,False
distilbert_v4,0.68,0.9932108015535643,0.9908138101109741,0.995478196233895,0.9931405265109381,0.9945418090004455,16406,149,73,16071,False
distilbert_v4,0.69,0.9933331294535,0.9910582141095214,0.995478196233895,0.9932632880098887,0.9945910486186751,16410,145,73,16071,False
distilbert_v4,0.7,0.993363711428484,0.9911193339500463,0.995478196233895,0.9932939831267963,0.9946033592850689,16411,144,73,16071,False
distilbert_v4,0.71,0.9934248753784519,0.9912415962499229,0.995478196233895,0.9933553790524462,0.9946279815321393,16413,142,73,16071,False
distilbert_v4,0.72,0.9934554573534359,0.9913027387120651,0.995478196233895,0.9933860798615404,0.9946402931128385,16414,141,73,16071,False
distilbert_v4,0.73,0.9934860393284198,0.9913638887175374,0.995478196233895,0.9934167825683821,0.994652604998329,16415,140,73,16071,False
distilbert_v4,0.74,0.9935166213034038,0.991425046267736,0.995478196233895,0.993447487173147,0.9946649171886218,16416,139,73,16071,False
distilbert_v4,0.75,0.9935777852533717,0.9915473840078973,0.995478196233895,0.9935089020771514,0.9946895424836601,16418,137,73,16071,False
distilbert_v4,0.76,0.9935777852533717,0.9915473840078973,0.995478196233895,0.9935089020771514,0.9946895424836601,16418,137,73,16071,False
distilbert_v4,0.77,0.9936389492033395,0.9916697519437245,0.995478196233895,0.9935703245749613,0.9947141689980441,16420,135,73,16071,False
distilbert_v4,0.78,0.9936389492033395,0.9916697519437245,0.995478196233895,0.9935703245749613,0.9947141689980441,16420,135,73,16071,False
distilbert_v4,0.79,0.9937001131533074,0.9917921500863984,0.995478196233895,0.9936317546679857,0.9947387967318643,16422,133,73,16071,False
distilbert_v4,0.8,0.9937612771032753,0.9919145784471053,0.995478196233895,0.9936931923576331,0.9947634256852114,16424,131,73,16071,False
distilbert_v4,0.81,0.993944768953179,0.9922820449493702,0.995478196233895,0.9938775510204082,0.994837319863319,16430,125,73,16071,True
distilbert_v4,0.82,0.993944768953179,0.9923428430282821,0.9954162537165511,0.9938771723668749,0.9948000495233379,16431,124,74,16070,False
distilbert_v4,0.83,0.993944768953179,0.9923428430282821,0.9954162537165511,0.9938771723668749,0.9948000495233379,16431,124,74,16070,False
distilbert_v4,0.84,0.993944768953179,0.9924036561264822,0.9953543111992071,0.9938767936665017,0.9947627773375595,16432,123,75,16069,False
distilbert_v4,0.85,0.993914186978195,0.9924031869557162,0.9952923686818632,0.9938456780578321,0.9947131873166021,16432,123,76,16068,False
distilbert_v4,0.86,0.993944768953179,0.9925253274030146,0.9952304261645193,0.993876036125201,0.994688227428062,16434,121,77,16067,False
distilbert_v4,0.87,0.993944768953179,0.9925861855924873,0.9951684836471755,0.9938756572842561,0.9946509497040688,16435,120,78,16066,False
distilbert_v4,0.88,0.993944768953179,0.9926470588235294,0.9951065411298315,0.9938752783964365,0.9946136701337296,16436,119,79,16065,False
distilbert_v4,0.89,0.9939753509281629,0.9927083977012915,0.9951065411298315,0.9939060228292139,0.9946259859582214,16437,118,79,16065,False
distilbert_v4,0.9,0.9940059329031469,0.9928915811595994,0.9949826560951437,0.9939360188107171,0.9945637367808405,16440,115,81,16063,False
distilbert_v4,0.91,0.9940976788280987,0.9930757341576507,0.9949826560951437,0.9940282805779882,0.9946006860596154,16443,112,81,16063,False
distilbert_v4,0.92,0.9940365148781308,0.9931968581854166,0.9947348860257681,0.9939652771330424,0.994426899498421,16445,110,85,16059,False
distilbert_v4,0.93,0.9941282608030827,0.9934422172729522,0.9946729435084242,0.9940571994552433,0.9944265543720585,16449,106,86,16058,False
distilbert_v4,0.94,0.9941282608030827,0.9935643564356436,0.9945490584737364,0.9940564635958395,0.9943519619500595,16451,104,88,16056,False
distilbert_v4,0.95,0.9941894247530505,0.9938707280832095,0.9943632309217046,0.9941169185038394,0.9942646913090873,16456,99,91,16053,False
distilbert_v4,0.96,0.9943729166029542,0.9944850663031355,0.994115460852329,0.9943002292299115,0.9941893599623361,16466,89,95,16049,False
distilbert_v4,0.97,0.9944646625279061,0.9947926352984936,0.9939915758176412,0.9943919442292797,0.9941516844883344,16471,84,97,16047,False
distilbert_v4,0.98,0.9945869904278418,0.9955925259171892,0.9934340931615461,0.9945121384057297,0.9938650306748467,16484,71,106,16038,False
distilbert_v4,0.99,0.9945258264778739,0.9967639554421557,0.992133300297324,0.9944432372023717,0.9930559861119722,16503,52,127,16017,False
roberta_v4,0.01,0.9905501697299611,0.9832753463956541,0.9978320118929633,0.9905001998339841,0.9948863004730789,16281,274,35,16109,False
roberta_v4,0.02,0.9921098504541424,0.9865245620482666,0.9976461843409317,0.9920542038805051,0.995401844206571,16335,220,38,16106,False
roberta_v4,0.03,0.9925074161289336,0.9876096423971048,0.9973364717542121,0.9924492248898203,0.9953758083062353,16353,202,43,16101,False
roberta_v4,0.04,0.9927826539037891,0.9882150748833783,0.9972745292368682,0.9927241336786287,0.9954493742889647,16363,192,44,16100,False
roberta_v4,0.05,0.992843817853757,0.9884563428711777,0.9971506442021804,0.9927844588344126,0.9953995696371596,16367,188,46,16098,False
roberta_v4,0.06,0.9930578916786446,0.988881380920204,0.9971506442021804,0.9929987971501711,0.9954857460886772,16374,181,46,16098,False
roberta_v4,0.07,0.9931190556286125,0.9891230873225588,0.9970267591674926,0.9930591973347318,0.9954359361278433,16378,177,48,16096,False
roberta_v4,0.08,0.9931190556286125,0.9891230873225588,0.9970267591674926,0.9930591973347318,0.9954359361278433,16378,177,48,16096,False
roberta_v4,0.09,0.9932108015535643,0.9893054701905347,0.9970267591674926,0.993151107546122,0.9954728743537096,16381,174,48,16096,False
roberta_v4,0.1,0.9933025474785162,0.9894879203295014,0.9970267591674926,0.9932430347721453,0.9955098153210544,16384,171,48,16096,False
roberta_v4,0.11,0.9933331294535,0.9895487519980327,0.9970267591674926,0.9932736809626659,0.9955221295861062,16385,170,48,16096,False
roberta_v4,0.12,0.9934554573534359,0.9897921534866561,0.9970267591674926,0.9933962846386472,0.9955713896929662,16389,166,48,16096,False
roberta_v4,0.13,0.9934860393284198,0.9898530225693377,0.9970267591674926,0.9934269402869927,0.9955837054814008,16390,165,48,16096,False
roberta_v4,0.14,0.9934860393284198,0.9899132787994341,0.9969648166501487,0.9934265345801314,0.9955464835776582,16391,164,49,16095,False
