model,threshold,precision,recall,f1,f2,fp,fn,is_selected
logistic_regression,0.73,0.5472540858796061,0.33393211100099107,0.41477207155222157,0.36216695554032813,4460,10753,False
logistic_regression,0.74,0.5519254518917706,0.30450941526263625,0.3924793421420303,0.3344991358545514,3991,11228,False
logistic_regression,0.75,0.558104360978069,0.2742814667988107,0.36780463493645654,0.30533719486967315,3506,11716,False
logistic_regression,0.76,0.5626236923946848,0.24653121902874134,0.34283745369971574,0.2777390090718772,3094,12164,False
logistic_regression,0.77,0.5662631154156578,0.21729435084241824,0.31406956443887374,0.24784163004620538,2687,12636,False
logistic_regression,0.78,0.5676377806643162,0.18948216055500497,0.28412204523289836,0.21860930465232617,2330,13085,False
logistic_regression,0.79,0.5754070265638389,0.16637760158572845,0.2581203152027676,0.19395182254058113,1982,13458,False
logistic_regression,0.8,0.5755538959422455,0.14321110009910804,0.22935370269331878,0.1685303165045996,1705,13832,False
logistic_regression,0.81,0.5820011841326228,0.12177898909811695,0.20141378957074071,0.1446566795184978,1412,14178,False
logistic_regression,0.82,0.5856236786469344,0.10294846382556987,0.1751132651986092,0.123268163882873,1176,14482,False
logistic_regression,0.83,0.5885086607520068,0.08628592666005946,0.1505051050726595,0.10404373870307575,974,14751,False
logistic_regression,0.84,0.5921985815602837,0.07241080277502478,0.12904294072193398,0.08782870022539443,805,14975,False
logistic_regression,0.85,0.5948653725735754,0.05884539147670961,0.10709655600022547,0.07178154232088617,647,15194,False
logistic_regression,0.86,0.6,0.04757185332011893,0.0881542699724518,0.05830903790087463,512,15376,False
logistic_regression,0.87,0.6093264248704663,0.036422200198216056,0.06873575311239698,0.04485741749439282,377,15556,False
logistic_regression,0.88,0.6134800550206327,0.027626362735381566,0.052871791832137985,0.03414850772552563,281,15698,False
logistic_regression,0.89,0.6189591078066915,0.020626858275520316,0.03992327059105623,0.025570537825966765,205,15811,False
logistic_regression,0.9,0.6295336787564767,0.01505203171456888,0.0294010889292196,0.018703241895261846,143,15901,False
logistic_regression,0.91,0.6509090909090909,0.01108771060455897,0.02180400755222608,0.013800866601902823,96,15965,False
logistic_regression,0.92,0.6571428571428571,0.007123389494549059,0.014094000857895705,0.008880171734799462,60,16029,False
logistic_regression,0.93,0.7009345794392523,0.0046456888007928646,0.009230201218386561,0.005797504753953899,32,16069,False
logistic_regression,0.94,0.6756756756756757,0.0030971258671952428,0.006165988407941793,0.0038669760247486465,24,16094,False
logistic_regression,0.95,0.6571428571428571,0.0014246778989098117,0.002843191791828914,0.001779882682515361,12,16121,False
logistic_regression,0.96,0.6666666666666666,0.0006194251734390486,0.0012377003527446005,0.0007741016550293384,5,16134,False
logistic_regression,0.97,0.6666666666666666,0.0002477700693756194,0.0004953560371517028,0.0003096838128271035,2,16140,False
logistic_regression,0.98,0.5,6.194251734390486e-05,0.0001238696890870804,7.742574870699e-05,1,16143,False
logistic_regression,0.99,0.0,0.0,0.0,0.0,0,16144,False
linear_svm,0.01,0.49389628269848557,0.9999380574826561,0.6612054311986729,0.8298804248362653,16542,1,True
linear_svm,0.02,0.49399951016409505,0.9995044598612488,0.6612030814620554,0.8296997120526532,16528,8,False
linear_svm,0.03,0.4940704195139889,0.998699207135778,0.6610902679541587,0.8292956413500807,16510,21,False
linear_svm,0.04,0.4942468779724464,0.9977700693756194,0.6610444239253104,0.8288822336801589,16483,36,False
linear_svm,0.05,0.4943930689114873,0.9967789890981169,0.6609574271455856,0.8284169884169884,16457,52,False
linear_svm,0.06,0.4948745574880714,0.9957879088206145,0.6611692611404717,0.8281390053677584,16409,68,False
linear_svm,0.07,0.4949865794588591,0.9938057482656095,0.6608315999752867,0.8271041045891803,16369,100,False
linear_svm,0.08,0.4951300207167373,0.9918855302279485,0.6605341858306693,0.826119256683554,16328,131,False
linear_svm,0.09,0.49522983521248914,0.9903369672943508,0.6602791773354257,0.8253148874664464,16296,156,False
linear_svm,0.1,0.4953897736797988,0.9884167492566898,0.6599937958846035,0.824335912880862,16254,187,False
linear_svm,0.11,0.4959063599290228,0.9867443012884044,0.660078314376282,0.8236900071355443,16193,214,False
linear_svm,0.12,0.4958814352574103,0.9844524281466799,0.6595426816616177,0.8223976983420611,16157,251,False
linear_svm,0.13,0.49615168012014266,0.9822844400396432,0.6592940589531452,0.8213346039901386,16104,286,False
linear_svm,0.14,0.4966255454060332,0.9799925668979187,0.6591946001124976,0.820310474630054,16036,323,False
linear_svm,0.15,0.49672708962739176,0.9777006937561943,0.6587646076794658,0.8190800398538691,15992,360,False
linear_svm,0.16,0.49701770442137155,0.9755327056491576,0.6585268967824215,0.818019384394835,15938,395,False
linear_svm,0.17,0.4972452662909252,0.9727452923686819,0.6580899300171814,0.8165727240583207,15878,440,False
linear_svm,0.18,0.49764930114358324,0.9703914767096135,0.6579035780278851,0.8154618139418672,15814,478,False
linear_svm,0.19,0.49794409205367673,0.9676660059464817,0.6575330934191973,0.8140783124368154,15751,522,False
linear_svm,0.2,0.49825527419406473,0.9640733399405352,0.6569722040480361,0.8122071117698015,15673,580,False
linear_svm,0.21,0.49861807430260957,0.9610381565906838,0.6565806178586543,0.8106738285332107,15601,629,False
linear_svm,0.22,0.4987737979993546,0.9574454905847374,0.655874740102686,0.8087081179498985,15533,687,False
linear_svm,0.23,0.4991896272285251,0.9539147670961348,0.6554028173809422,0.8069079705740574,15450,744,False
linear_svm,0.24,0.49942998599394156,0.9497646184340932,0.6546269612552034,0.8046537989231399,15368,811,False
linear_svm,0.25,0.4999508438472882,0.9449950445986125,0.6539360037720483,0.802178965412079,15259,888,False
linear_svm,0.26,0.5006917907497694,0.9414643211100099,0.6537204301075269,0.8005203724771416,15157,945,False
linear_svm,0.27,0.5009104452905148,0.9371902874132805,0.652872769639043,0.7981557485149977,15075,1014,False
linear_svm,0.28,0.5011475900608722,0.9332259663032706,0.6521089878156989,0.7959720622576316,14997,1078,False
linear_svm,0.29,0.5013547415955846,0.928394449950446,0.6511001542170768,0.793259307088948,14907,1156,False
linear_svm,0.3,0.5016649288621304,0.923872646184341,0.6502452316076295,0.7907684477292247,14816,1229,False
linear_svm,0.31,0.5020288090890647,0.9196605550049554,0.6495034778424253,0.7884758364312268,14727,1297,False
linear_svm,0.32,0.5024503130955622,0.9145193260654113,0.648567914250571,0.7856534695615155,14620,1380,False
linear_svm,0.33,0.5030819806862543,0.9099975222993062,0.6479513077228422,0.7832860585638423,14511,1453,False
linear_svm,0.34,0.5033265538281223,0.9044226957383548,0.6467344362500831,0.7800929636159641,14408,1543,False
